Id,Predicted
122938,353274.755541896
140162,358665.1357939174
152501,285389.6533917798
7915,204740.31260756624
175261,356308.8994342448
142236,293585.2156864671
77434,298151.36356392957
5235,409181.46340379165
168103,386848.0136408934
152463,354517.11925788154
117003,343243.9681190912
129434,322058.0686400522
116066,290813.3764464924
151625,255469.49273212306
99428,404658.5229016426
61290,345410.6352116127
129322,400085.7765086984
90156,443538.2251135495
70050,479220.69370286743
113332,420707.32378690294
49737,239326.207918428
89306,367230.6306754335
88543,418948.911675573
89244,506352.60616333364
138324,426207.2439089368
20519,243958.8948127068
85162,289711.77945613005
63329,299695.46620935755
125813,430724.7919661863
132371,429197.73803749355
156367,444249.25683903915
66046,370207.4587615732
8718,266040.63504269184
46854,320819.6423939166
118207,479348.4082530703
66839,400066.6528965965
131362,395622.21901000733
22550,223431.81837997813
181316,514815.6359829305
1085,248782.34107327356
13447,285453.0063275525
49293,382406.09548215754
62648,429746.0859163321
81635,449025.24260908726
149352,477995.4048780799
112536,354454.7674170034
50747,303037.0683492738
49771,272507.4230711129
33030,304473.17387365235
113164,385685.636604837
100795,445786.8254619406
161106,377588.5654543039
117995,471299.01758132625
117301,438855.49582799675
31904,324022.1788033033
121642,482488.641879716
7252,400016.67862526636
151284,432330.6635592628
126761,431043.035227809
36165,348246.7648847122
43381,280807.7513428532
10087,355125.5822354724
11108,195825.06705865834
88928,393240.9163110126
67616,417489.97826348466
91813,294502.4331047076
71734,401427.53528665006
75536,506347.8319571543
55449,509841.9831532
91514,347210.4720233149
143247,527830.8351841338
157556,366406.51347763604
163422,401911.74074120336
94891,334118.46805725124
120044,466375.08210816444
135636,337911.5060468958
75250,382515.82680224045
128761,484889.92617153947
159696,378871.64185899205
39851,253585.24013537812
124231,378781.29133057187
31141,331361.0361875226
101844,411640.3129155872
81628,456167.3137984415
126664,400873.0957334909
135025,589681.2530272303
125394,447114.49255672714
129300,450710.8920864811
114222,459260.24167581555
8462,374747.9314257002
23459,362845.8157638633
89074,461871.65813889937
114043,449043.72045660013
109397,430299.9011716342
184126,470913.8204057034
112509,397165.37690545287
149187,470669.0898279602
128795,366015.6265146586
21177,261909.4529480485
92244,426812.6200618837
68824,342586.95866037905
151517,453522.78832611395
159370,501438.62929343333
23182,344500.30475589936
86440,498265.22905461857
135287,485783.9623439486
22351,283883.6367589413
4093,406037.76409129356
45753,315983.50211424247
146541,393438.5356825428
19243,373385.2125451185
25277,288035.0344500694
66455,365939.28528273804
31943,445964.8765248832
35779,377374.47720178514
81754,423484.45887190994
120475,412353.62887792644
151747,535412.2536440119
25670,442470.97073207493
109246,522110.741121843
423,281341.2375797324
151241,421975.28856517206
85806,372741.2073445479
100394,536050.741077442
138098,393732.7959424487
144482,405141.92701670463
150589,488398.47379853664
134305,508498.33691728755
139064,481953.6667736837
181700,557611.5636068471
167020,370716.1327316001
165169,358300.2931584638
23180,336770.3730637608
99011,511716.5390476446
113945,406902.0115133133
106281,561658.0440942986
120278,398471.30263265956
81802,439213.57505937957
145982,519355.82447207277
54089,412676.726076493
106556,379225.7314200988
92026,393272.8800079592
2647,281679.6248036727
160565,399383.70765738294
16377,403282.40457719925
48827,276712.09445332875
72958,448730.0183149163
74557,358234.96177462256
62211,302369.4541266988
66400,379333.38212595
109655,421459.2335744009
154823,385361.5398442112
120460,435205.10516703106
157098,387455.9554068996
85024,350583.97762527823
43215,383049.2514700267
136355,408855.4765930073
157247,403724.00462533
115091,442906.275047381
149546,468942.7069059274
72206,334491.64788717
3513,321211.5889321356
93997,406804.6597283586
42220,313724.2404674573
23214,330291.9930807543
21814,353407.3464160538
79335,345521.29928591044
40670,383115.92276626534
71459,404186.40994183824
70482,451825.72214481095
174234,411932.92281516583
151426,433378.03707074944
11195,332373.6968715679
136823,379558.8285347837
12447,252965.59794395955
112805,488746.1027427509
82919,448416.6663643825
124954,493849.6999077795
119752,443061.9268738335
71890,432836.8388490064
148740,375685.8369907345
29691,250920.48811414224
51608,456230.1182277593
144582,417153.12964101083
104980,385665.3747695116
98498,325897.3174984126
73239,414991.5376290033
74854,412767.0040102656
49343,353411.0591159411
77949,392599.14642166405
